chr1	140	240
chr1	615	715
chr1	1833	1933
chr1	3748	3848
chr1	4801	4901
chr1	9101	9201
chr1	13027	13127
chr1	13571	13671
chr1	14080	14180
chr1	16305	16405
chr1	22190	22290
chr1	26436	26536
chr1	26627	26727
chr1	30537	30637
chr1	31155	31255
chr1	31614	31714
chr1	37524	37624
chr1	39839	39939
chr1	40939	41039
chr1	43810	43910
chr1	46231	46331
chr1	47820	47920
chr1	52601	52701
chr1	55543	55643
chr1	55967	56067
chr1	57650	57750
chr1	63411	63511
chr1	65192	65292
chr1	65380	65480
chr1	66568	66668
chr1	68058	68158
chr1	72543	72643
chr1	75308	75408
chr1	75866	75966
chr1	78819	78919
chr1	79258	79358
chr1	79421	79521
chr1	80487	80587
chr1	80653	80753
chr1	81690	81790
chr1	82005	82105
chr1	82428	82528
chr1	85440	85540
chr1	86463	86563
chr1	87601	87701
chr1	90219	90319
chr1	93011	93111
chr1	93437	93537
chr1	97032	97132
chr1	99654	99754
chr1	103404	103504
chr1	108486	108586
chr1	109063	109163
chr1	115554	115654
chr1	115923	116023
chr1	117168	117268
chr1	119793	119893
chr1	120633	120733
chr1	127106	127206
chr1	127873	127973
chr1	135176	135276
chr1	139893	139993
chr1	140251	140351
chr1	140448	140548
chr1	141236	141336
chr1	143985	144085
chr1	144785	144885
chr1	146480	146580
chr1	148772	148872
chr1	151629	151729
chr1	158109	158209
chr1	158839	158939
chr1	161470	161570
chr1	167720	167820
chr1	168477	168577
chr1	171717	171817
chr1	172714	172814
chr1	173165	173265
chr1	175014	175114
chr1	178682	178782
chr1	181324	181424
chr1	184411	184511
chr1	188001	188101
chr1	188915	189015
chr1	190560	190660
chr1	192975	193075
chr1	194264	194364
chr1	195246	195346
chr1	196084	196184
chr1	197842	197942
chr1	198583	198683
chr1	199778	199878
chr1	201069	201169
chr1	204917	205017
chr1	207533	207633
chr1	208510	208610
chr1	215629	215729
chr1	218306	218406
chr1	218692	218792
chr1	219184	219284
chr1	219334	219434
chr1	221110	221210
chr1	223094	223194
chr1	228638	228738
chr1	228927	229027
chr1	229891	229991
chr1	231409	231509
chr1	231809	231909
chr1	233002	233102
chr1	233122	233222
chr1	235677	235777
chr1	239842	239942
chr1	241546	241646
chr1	241859	241959
chr1	242139	242239
chr1	242261	242361
chr1	243174	243274
chr1	243977	244077
chr1	244933	245033
chr1	246554	246654
chr1	249967	250067
chr1	255895	255995
chr1	256804	256904
chr1	257069	257169
chr1	260049	260149
chr1	265244	265344
chr1	267498	267598
chr1	268535	268635
chr1	274645	274745
chr1	277439	277539
chr1	277664	277764
chr1	277766	277866
chr1	278776	278876
chr1	280466	280566
chr1	282375	282475
chr1	282734	282834
chr1	286199	286299
chr1	292516	292616
chr1	293867	293967
chr1	295827	295927
chr1	300544	300644
chr1	302440	302540
chr1	302708	302808
chr1	306284	306384
chr1	306400	306500
chr1	307890	307990
chr1	308183	308283
chr1	312508	312608
chr1	313163	313263
chr1	317273	317373
chr1	319257	319357
chr1	319971	320071
chr1	320754	320854
chr1	323607	323707
chr1	329179	329279
chr1	329642	329742
chr1	331690	331790
chr1	333138	333238
chr1	333818	333918
chr1	335822	335922
chr1	337668	337768
chr1	337925	338025
chr1	338871	338971
chr1	340075	340175
chr1	340216	340316
chr1	340768	340868
chr1	344249	344349
chr1	348170	348270
chr1	350256	350356
chr1	351050	351150
chr1	354198	354298
chr1	355730	355830
chr1	360203	360303
chr1	363381	363481
chr1	365720	365820
chr1	366195	366295
chr1	367849	367949
chr1	370286	370386
chr1	373540	373640
chr1	374412	374512
chr1	376217	376317
chr1	377548	377648
chr1	379033	379133
chr1	382333	382433
chr1	383880	383980
chr1	390491	390591
chr1	390713	390813
chr1	391476	391576
chr1	392166	392266
chr1	393651	393751
chr1	394173	394273
chr1	394921	395021
chr1	396363	396463
chr1	397554	397654
chr1	399083	399183
chr1	400792	400892
chr1	405873	405973
chr1	406713	406813
chr1	408416	408516
chr1	410263	410363
chr1	414157	414257
chr1	415845	415945
chr1	417212	417312
chr1	422742	422842
chr1	423514	423614
chr1	424625	424725
chr1	426971	427071
chr1	428906	429006
chr1	430080	430180
chr1	431879	431979
chr1	439605	439705
chr1	441604	441704
chr1	443330	443430
chr1	443916	444016
chr1	446066	446166
chr1	446351	446451
chr1	446761	446861
chr1	447270	447370
chr1	448919	449019
chr1	449730	449830
chr1	452793	452893
chr1	453478	453578
chr1	453899	453999
chr1	455941	456041
chr1	457218	457318
chr1	458009	458109
chr1	462457	462557
chr1	462911	463011
chr1	464006	464106
chr1	464729	464829
chr1	464964	465064
chr1	468114	468214
chr1	470774	470874
chr1	473432	473532
chr1	474090	474190
chr1	476756	476856
chr1	477948	478048
chr1	479667	479767
chr1	479836	479936
chr1	482833	482933
chr1	484369	484469
chr1	485376	485476
chr1	485934	486034
chr1	486503	486603
chr1	487799	487899
chr1	488527	488627
chr1	488803	488903
chr1	490191	490291
chr1	492277	492377
chr1	493889	493989
chr1	496359	496459
chr1	499105	499205
chr1	504062	504162
chr1	505593	505693
chr1	506348	506448
chr1	509307	509407
chr1	511297	511397
chr1	512501	512601
chr1	515633	515733
chr1	517112	517212
chr1	519468	519568
chr1	521467	521567
chr1	524956	525056
chr1	527672	527772
chr1	528427	528527
chr1	530406	530506
chr1	532310	532410
chr1	533563	533663
chr1	535843	535943
chr1	542651	542751
chr1	546520	546620
chr1	547733	547833
chr1	555202	555302
chr1	555411	555511
chr1	559984	560084
chr1	562621	562721
chr1	564111	564211
chr1	564371	564471
chr1	565714	565814
chr1	566562	566662
chr1	569168	569268
chr1	580035	580135
chr1	583534	583634
chr1	583675	583775
chr1	585586	585686
chr1	585721	585821
chr1	590556	590656
chr1	592244	592344
chr1	596199	596299
chr1	596471	596571
chr1	596766	596866
chr1	599017	599117
chr1	600110	600210
chr1	601357	601457
chr1	603957	604057
chr1	604588	604688
chr1	604829	604929
chr1	605580	605680
chr1	608326	608426
chr1	610391	610491
chr1	610830	610930
chr1	612095	612195
chr1	612464	612564
chr1	614242	614342
chr1	615456	615556
chr1	616544	616644
chr1	617136	617236
chr1	618196	618296
chr1	618330	618430
chr1	619648	619748
chr1	622422	622522
chr1	623602	623702
chr1	624416	624516
chr1	625428	625528
chr1	625546	625646
chr1	629441	629541
chr1	637165	637265
chr1	639685	639785
chr1	641635	641735
chr1	652704	652804
chr1	653875	653975
chr1	654587	654687
chr1	654880	654980
chr1	656874	656974
chr1	657670	657770
chr1	658857	658957
chr1	659244	659344
chr1	662055	662155
chr1	662449	662549
chr1	664378	664478
chr1	667186	667286
chr1	675907	676007
chr1	676034	676134
chr1	677183	677283
chr1	678809	678909
chr1	678979	679079
chr1	681510	681610
chr1	682066	682166
chr1	686153	686253
chr1	687242	687342
chr1	688143	688243
chr1	689678	689778
chr1	690641	690741
chr1	695194	695294
chr1	698882	698982
chr1	699743	699843
chr1	703422	703522
chr1	704809	704909
chr1	704993	705093
chr1	707842	707942
chr1	708572	708672
chr1	709664	709764
chr1	717013	717113
chr1	717480	717580
chr1	717838	717938
chr1	720459	720559
chr1	721143	721243
chr1	722699	722799
chr1	722862	722962
chr1	724160	724260
chr1	725022	725122
chr1	725325	725425
chr1	726348	726448
chr1	726500	726600
chr1	727581	727681
chr1	729339	729439
chr1	729662	729762
chr1	731001	731101
chr1	731261	731361
chr1	733475	733575
chr1	734078	734178
chr1	737492	737592
chr1	738205	738305
chr1	739104	739204
chr1	739847	739947
chr1	740441	740541
chr1	745407	745507
chr1	746517	746617
chr1	749304	749404
chr1	752582	752682
chr1	754333	754433
chr1	758781	758881
chr1	760854	760954
chr1	761070	761170
chr1	761496	761596
chr1	765699	765799
chr1	766125	766225
chr1	769274	769374
chr1	770155	770255
chr1	771277	771377
chr1	772734	772834
chr1	774369	774469
chr1	777296	777396
chr1	778178	778278
chr1	778333	778433
chr1	785314	785414
chr1	787458	787558
chr1	789120	789220
chr1	792128	792228
chr1	799112	799212
chr1	802037	802137
chr1	803186	803286
chr1	804814	804914
chr1	806764	806864
chr1	810736	810836
chr1	813947	814047
chr1	815419	815519
chr1	816376	816476
chr1	818216	818316
chr1	824658	824758
chr1	828087	828187
chr1	831348	831448
chr1	832435	832535
chr1	834349	834449
chr1	835021	835121
chr1	840307	840407
chr1	842526	842626
chr1	844302	844402
chr1	846281	846381
chr1	847074	847174
chr1	852691	852791
chr1	853480	853580
chr1	854645	854745
chr1	858635	858735
chr1	859523	859623
chr1	861027	861127
chr1	863223	863323
chr1	865841	865941
chr1	867051	867151
chr1	867853	867953
chr1	871083	871183
chr1	871300	871400
chr1	874115	874215
chr1	874922	875022
chr1	877714	877814
chr1	877900	878000
chr1	878031	878131
chr1	879013	879113
chr1	881239	881339
chr1	882176	882276
chr1	882526	882626
chr1	882698	882798
chr1	883190	883290
chr1	894905	895005
chr1	897087	897187
chr1	897488	897588
chr1	900685	900785
chr1	902605	902705
chr1	903245	903345
chr1	907006	907106
chr1	911451	911551
chr1	912520	912620
chr1	913102	913202
chr1	913867	913967
chr1	916582	916682
chr1	918688	918788
chr1	921429	921529
chr1	921943	922043
chr1	923044	923144
chr1	924148	924248
chr1	926224	926324
chr1	926456	926556
chr1	930387	930487
chr1	932737	932837
chr1	935568	935668
chr1	937986	938086
chr1	941211	941311
chr1	941649	941749
chr1	942062	942162
chr1	945132	945232
chr1	946386	946486
chr1	948687	948787
chr1	951412	951512
chr1	953860	953960
chr1	954259	954359
chr1	955785	955885
chr1	956733	956833
chr1	958014	958114
chr1	958310	958410
chr1	962275	962375
chr1	964198	964298
chr1	964975	965075
chr1	968135	968235
chr1	968579	968679
chr1	970045	970145
chr1	970160	970260
chr1	971906	972006
chr1	974918	975018
chr1	977037	977137
chr1	979328	979428
chr1	981275	981375
chr1	981550	981650
chr1	982341	982441
chr1	985906	986006
chr1	988774	988874
chr1	989893	989993
chr1	993401	993501
chr1	996794	996894
chr1	998421	998521
chr1	999202	999302
